video,group,name,error,fps,n_frames,duration_s,width,height,sampled_frames,people_max,people_median,people_max_conf,people_mean_conf,frac_frames_2plus,multi_person,frac_no_pose,median_key_visibility,n_frames_lowvis,frac_lowvis,shooter_jump_median_diag_per_s,shooter_jump_p90_diag_per_s,cam_shift_median_wpers,cam_shift_p90_wpers,absdiff_median,lum_mean,lum_std,content_area_frac,content_box,subject_h_median,pair_iou_median,multi_frames,frac_multi_overlapping,yolo_people_max,yolo_people_median,yolo_frac_2plus,yolo_biggest_h_median,yolo_second_h_median,panel_frac,panel_box,panel_lum_mean,panel_lum_std,frac_intruder_in_crop,median_iou_nearest,yolo_shooter_jump_bh_per_s,second_person_size_ratio,multi_person_yolo,subject_h_yolo,bucket,bucket_reason
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 014019.mp4,training,Screen Recording 2026-08-14 014019.mp4,,30.0,189,6.3,1920,1080,32,1,1.0,1,1.0,0.0,False,0.0,0.9772,0,0.0,0.1842,0.6328,0.0003,0.0402,0.1741,109.7,74.1,1.0,"0,0,1920,1080",0.5304,,0,,3,2.5,1.0,0.569,0.253,1.0,"0,0,1920,1080",109.7,74.1,0.542,0.0,0.172,0.445,True,0.569,KEEP_NEEDS_PREPROCESSING,"another person enters the shooter crop in 54% of frames -- needs shooter tracking, not a static crop"
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 014036.mp4,training,Screen Recording 2026-08-14 014036.mp4,,30.0,166,5.53,1920,1080,32,1,1.0,1,0.56,0.0,False,0.438,0.9728,0,0.0,0.138,0.5672,0.0003,0.0372,0.1671,106.8,72.5,1.0,"0,0,1920,1080",0.4095,,0,,5,3.0,1.0,0.409,0.294,1.0,"0,0,1920,1080",106.8,72.4,0.292,0.0,0.029,0.719,True,0.409,KEEP_NEEDS_PREPROCESSING,"pose missing in 44% of sampled frames; another person enters the shooter crop in 29% of frames -- needs shooter tracking, not a static crop"
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 020257.mp4,training,Screen Recording 2026-08-14 020257.mp4,,30.0,136,4.53,1920,1080,32,2,1.0,2,0.75,0.031,False,0.281,0.9154,0,0.0,0.143,1.0269,0.0006,0.0037,0.2501,116.0,50.2,1.0,"0,0,1920,1080",0.2259,0.2032,1,1.0,1,1.0,0.0,0.239,,0.944,"20,17,1883,1068",116.4,50.1,,,,,False,0.239,KEEP_NEEDS_PREPROCESSING,subject only 0.24 of frame height (no-pose 28%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 020313.mp4,training,Screen Recording 2026-08-14 020313.mp4,,30.0,187,6.23,1920,1080,32,1,1.0,1,0.62,0.0,False,0.375,0.9101,0,0.0,0.0583,0.5499,0.0009,0.0045,0.2203,115.9,50.5,1.0,"0,0,1920,1080",0.215,,0,,1,1.0,0.0,0.22,,0.994,"0,0,1920,1073",115.8,50.5,,,,,False,0.22,KEEP_NEEDS_PREPROCESSING,subject only 0.22 of frame height (no-pose 38%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 020332.mp4,training,Screen Recording 2026-08-14 020332.mp4,,30.0,222,7.4,1920,1080,32,1,1.0,1,0.53,0.0,False,0.469,0.8372,0,0.0,0.4111,0.7775,0.0011,0.0064,0.3843,115.9,49.9,1.0,"0,0,1920,1080",0.2531,,0,,1,1.0,0.0,0.206,,0.951,"19,31,1898,1080",116.5,49.6,,,,,False,0.206,KEEP_NEEDS_PREPROCESSING,subject only 0.21 of frame height (no-pose 47%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 020348.mp4,training,Screen Recording 2026-08-14 020348.mp4,,30.0,150,5.0,1920,1080,32,1,1.0,1,0.62,0.0,False,0.375,0.8391,0,0.0,0.3633,0.9771,0.0026,0.008,0.4246,116.2,50.0,1.0,"0,0,1920,1080",0.2059,,0,,1,1.0,0.0,0.25,,0.939,"24,32,1882,1080",117.1,49.6,,,,,False,0.25,KEEP_NEEDS_PREPROCESSING,subject only 0.25 of frame height (no-pose 38%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 021059.mp4,training,Screen Recording 2026-08-14 021059.mp4,,30.0,173,5.77,1920,1080,32,1,1.0,1,0.59,0.0,False,0.406,0.8899,0,0.0,0.3088,1.0306,0.0035,0.0089,0.4034,115.6,50.2,1.0,"0,0,1920,1080",0.2854,,0,,1,1.0,0.0,0.204,,0.984,"15,0,1905,1080",115.7,50.3,,,,,False,0.204,KEEP_NEEDS_PREPROCESSING,subject only 0.20 of frame height (no-pose 41%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 023859.mp4,training,Screen Recording 2026-08-14 023859.mp4,,30.0,126,4.2,1920,1080,32,1,1.0,1,1.0,0.0,False,0.0,0.9679,0,0.0,0.3379,0.6796,0.002,0.0293,0.6708,107.6,75.7,1.0,"0,0,1920,1080",0.5629,,0,,3,3.0,1.0,0.622,0.323,1.0,"0,0,1920,1080",107.6,75.7,0.208,0.0,0.366,0.519,True,0.622,KEEP_CLEAN,
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 023934.mp4,training,Screen Recording 2026-08-14 023934.mp4,,30.0,107,3.57,1920,1080,32,1,1.0,1,0.56,0.0,False,0.438,0.9725,0,0.0,0.3335,1.0497,0.0022,0.0115,0.146,217.0,63.4,1.0,"0,0,1920,1080",0.3032,,0,,1,1.0,0.0,0.253,,0.121,"764,28,1026,986",133.9,49.7,,,,,False,0.253,KEEP_NEEDS_PREPROCESSING,subject only 0.25 of frame height (no-pose 44%) -- crop+upscale; screen recording on a bright page (frame lum 217 vs panel 134); video panel is 12% of the frame
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 023959.mp4,training,Screen Recording 2026-08-14 023959.mp4,,30.0,174,5.8,1920,1080,32,2,1.0,2,0.97,0.031,False,0.062,0.986,0,0.0,0.0882,0.6711,0.0019,0.0097,0.1049,216.6,64.3,1.0,"0,0,1920,1080",0.3355,0.7658,1,1.0,1,1.0,0.0,0.394,,0.197,"623,36,1022,1061",129.3,50.3,,,,,False,0.394,KEEP_NEEDS_PREPROCESSING,screen recording on a bright page (frame lum 217 vs panel 129); video panel is 20% of the frame
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 024100.mp4,training,Screen Recording 2026-08-14 024100.mp4,,30.0,208,6.93,1920,1080,32,1,0.0,1,0.22,0.0,False,0.781,0.928,0,0.0,0.0257,0.6468,0.0022,0.0119,0.4363,211.6,77.9,1.0,"0,0,1920,1080",0.2972,,0,,2,1.0,0.25,0.246,0.126,0.298,"603,27,1198,1064",115.9,77.5,0.0,0.0,0.128,0.512,False,0.246,KEEP_NEEDS_PREPROCESSING,subject only 0.25 of frame height (no-pose 78%) -- crop+upscale; screen recording on a bright page (frame lum 212 vs panel 116); video panel is 30% of the frame
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 024248.mp4,training,Screen Recording 2026-08-14 024248.mp4,,30.0,222,7.4,1920,1080,32,1,1.0,1,0.84,0.0,False,0.156,0.986,0,0.0,0.24,1.6084,0.0005,0.0121,0.0232,204.9,83.0,1.0,"0,0,1920,1080",0.3549,,0,,2,1.0,0.042,0.38,0.095,0.296,"608,18,1197,1060",91.6,62.4,0.042,0.0,0.099,0.25,False,0.38,KEEP_NEEDS_PREPROCESSING,pose missing in 16% of sampled frames; screen recording on a bright page (frame lum 205 vs panel 92); video panel is 30% of the frame
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 024308.mp4,training,Screen Recording 2026-08-14 024308.mp4,,30.0,137,4.57,1920,1080,32,1,1.0,1,0.56,0.0,False,0.438,0.9828,0,0.0,0.4158,0.9075,0.0029,0.0096,0.177,205.3,82.6,1.0,"0,0,1920,1080",0.2477,,0,,1,1.0,0.0,0.256,,0.202,"608,20,1098,875",80.0,60.0,,,,,False,0.256,KEEP_NEEDS_PREPROCESSING,subject only 0.26 of frame height (no-pose 44%) -- crop+upscale; screen recording on a bright page (frame lum 205 vs panel 80); video panel is 20% of the frame
C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\1.mp4,,1.mp4,,29.97,,2.836,854,480,24,,,,,,True,0.0,,,,,,0.00081,,,,,,,0.32,,,,,,,,,,"0,0,854,480",,,1.0,,,0.981,True,0.32,,
C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\2-new.mp4,,2-new.mp4,,29.97,,4.605,854,480,24,,,,,,True,0.0,,,,,,2e-05,,,,,,,0.314,,,,,,,,,,"0,0,854,480",,,1.0,,,0.929,True,0.314,,
C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\3_new.mp4,,3_new.mp4,,29.97,,2.636,854,480,24,,,,,,True,0.167,,,,,,0.00087,,,,,,,0.376,,,,,,,,,,"0,0,854,480",,,0.833,,,0.948,True,0.376,,
C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\4.mp4,,4.mp4,,29.97,,3.57,854,480,24,,,,,,True,0.0,,,,,,0.00034,,,,,,,0.336,,,,,,,,,,"0,0,854,480",,,1.0,,,0.983,True,0.336,,
C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\5.mp4,,5.mp4,,29.97,,3.47,854,480,24,,,,,,True,0.0,,,,,,0.00015,,,,,,,0.411,,,,,,,,,,"0,0,854,480",,,1.0,,,0.954,True,0.411,,
C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\6.mp4,,6.mp4,,29.97,,4.872,854,480,24,,,,,,True,0.0,,,,,,0.00027,,,,,,,0.393,,,,,,,,,,"0,0,854,480",,,1.0,,,0.983,True,0.393,,
C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\7.mp4,,7.mp4,,29.97,,5.639,854,480,24,,,,,,True,0.0,,,,,,0.00037,,,,,,,0.395,,,,,,,,,,"0,0,854,480",,,1.0,,,0.982,True,0.395,,
C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\8.mp4,,8.mp4,,29.97,,3.37,854,480,24,,,,,,True,0.0,,,,,,0.0002,,,,,,,0.512,,,,,,,,,,"0,0,854,480",,,0.917,,,0.885,True,0.512,,
C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\9.mp4,,9.mp4,,29.97,,3.77,854,480,24,,,,,,True,0.0,,,,,,0.0001,,,,,,,0.378,,,,,,,,,,"0,0,854,480",,,0.958,,,0.92,True,0.378,,
C:\Users\karim\Desktop\Swichy\assets\videos\collected\ywxvxdwEGAs_jump_shot.mp4,,ywxvxdwEGAs_jump_shot.mp4,,29.97,,59.192,1280,720,24,,,,,,True,0.0,,,,,,0.02097,,,,,,,0.453,,,,,,,,,,"0,0,1280,720",,,1.0,,,0.84,True,0.453,,
C:\Users\karim\Desktop\Swichy\assets\videos\collected\-1.mp4,,-1.mp4,,29.97,,2.369,854,480,24,,,,,,False,0.0,,,,,,0.0,,,,,,,0.258,,,,,,,,,,"0,0,854,480",,,0.0,,,,False,0.258,,
C:\Users\karim\Desktop\Swichy\assets\videos\collected\c.mp4,,c.mp4,,29.97,,3.704,854,480,24,,,,,,False,0.0,,,,,,1e-05,,,,,,,0.256,,,,,,,,,,"0,0,854,480",,,0.0,,,,False,0.256,,
C:\Users\karim\Desktop\Swichy\assets\videos\new\10.mp4,,10.mp4,,29.97,,3.27,1280,720,24,,,,,,True,0.0,,,,,,0.00157,,,,,,,0.588,,,,,,,,,,"0,0,1280,720",,,0.958,,,0.242,True,0.588,,
C:\Users\karim\Desktop\Swichy\assets\videos\new\20.mp4,,20.mp4,,29.97,,4.271,1280,720,24,,,,,,True,0.0,,,,,,0.00834,,,,,,,0.407,,,,,,,,,,"0,0,1280,720",,,1.0,,,0.769,True,0.407,,
C:\Users\karim\Desktop\Swichy\assets\videos\new\30.mp4,,30.mp4,,29.97,,3.937,1280,720,24,,,,,,True,0.0,,,,,,0.00127,,,,,,,0.631,,,,,,,,,,"0,0,1280,720",,,0.917,,,0.514,True,0.631,,
C:\Users\karim\Desktop\Swichy\assets\videos\new\40.mp4,,40.mp4,,29.97,,3.77,1280,720,24,,,,,,True,0.0,,,,,,0.00749,,,,,,,0.532,,,,,,,,,,"0,0,1280,720",,,0.125,,,0.522,True,0.532,,
C:\Users\karim\Desktop\Swichy\assets\videos\new\60.mp4,,60.mp4,,29.97,,4.571,1280,720,24,,,,,,True,0.0,,,,,,0.00288,,,,,,,0.391,,,,,,,,,,"0,0,1280,720",,,0.167,,,0.646,True,0.391,,
C:\Users\karim\Desktop\Swichy\assets\videos\new\a.mp4,,a.mp4,,29.97,,4.371,1280,720,24,,,,,,False,0.0,,,,,,0.0,,,,,,,0.253,,,,,,,,,,"0,0,1280,720",,,0.0,,,,False,0.253,,
C:\Users\karim\Desktop\Swichy\assets\videos\new\j.mp4,,j.mp4,,30.0,,1.967,720,1280,24,,,,,,True,0.0,,,,,,1e-05,,,,,,,0.459,,,,,,,,,,"0,0,720,1280",,,0.083,,,0.191,True,0.459,,
C:\Users\karim\Desktop\Swichy\assets\videos\new\o.mp4,,o.mp4,,30.0,,1.833,720,1280,24,,,,,,True,0.083,,,,,,1e-05,,,,,,,0.415,,,,,,,,,,"0,0,720,1280",,,0.833,,,0.298,True,0.415,,
C:\Users\karim\Desktop\Swichy\assets\videos\new\p.mp4,,p.mp4,,29.97,,3.203,854,480,24,,,,,,True,0.042,,,,,,0.0,,,,,,,0.302,,,,,,,,,,"0,0,854,480",,,0.0,,,0.461,True,0.302,,
